id;reference_number;species_number;record;sampled_habitat;active_methods;passive_methods;complementary_methods;period;month_start;year_start;month_finish;year_finish;effort_months;country;state;state_abbreviation;municipality;site;latitude;longitude;coordinate_precision;altitude;temperature;precipitation
amp1397;1161;23;ab;fo,is;as;pt;NA;da,tw,ni;12;2009;11;2010; 11;Brazil;Rio de Janeiro;BR-RJ;Mangaratiba e Itaguaí;Parque Estadual do Cunhambebe;-22,901944;-43,89278;gms; 184;22,27;1446
amp1398;1162;24;co;fo,tp,sw,ll,is,re,du,br;as;NA;NA;da,tw,ni; 4;2002; 4;2008; 72;Brazil;Rio de Janeiro;BR-RJ;Mangaratiba;Ilha da Marambaia;-23,061667;-43,96528;gms; 262;21,85;1432
amp1399;1163;40;co;fo,tp,pp,la,sw,ll,is,br;as;NA;NA;da,tw,ni;11;1983;NA;NA;NA;Brazil;Rio de Janeiro;BR-RJ;Guapimirim;Reserva Particular de Patrimônio Natural Campo Escoteiro Geraldo Hugo Nunes;-22,576111;-43,02444;gms;  73;22,56;1445
amp1400;1164; 9;ab;re,du,br;as;NA;NA;NA; 5;1985; 5;1986; 12;Brazil;Rio de Janeiro;BR-RJ;Maricá;Restinga de Maricá;-22,962500;-42,87778;gms;   7;23,16;1016
amp1401;1165;16;ab;fo,ll;as,tr,qs;pt;ae;mo,da,tw,ni;10;2006;11;2006;  1;Brazil;Rio de Janeiro;BR-RJ;Cachoeiras de Macacu;Parque Estadual dos Três Picos;-22,416667;-42,58333;gm; 739;18,73;1304
amp1402;1166;13;ab;fo,ll;as,qs;pt;ae;mo,da,tw,ni; 5;2006; 6;2006;  1;Brazil;Rio de Janeiro;BR-RJ;Santa Maria Madalena, São Fidélis e Campos dos Goytacazes;Parque Estadual do Desengano;-21,866667;-41,90000;gm;1372;15,73;1412
amp1403;1167;31;ab;NA;as;NA;ae;tw,ni; 3;2008; 3;2010; 24;Brazil;Rio de Janeiro;BR-RJ;Nova Friburgo;Distritro de Theodoro de Oliveira;-22,369444;-42,55694;gms;1171;16,43;1457
amp1404;1167; 9;ab;NA;as;NA;ae;tw,ni; 3;2008; 3;2010; 24;Brazil;Rio de Janeiro;BR-RJ;Nova Friburgo;Baixo Caledônia;-22,359444;-42,57083;gms;1461;14,97;1599
amp1405;1168;16;ab;NA;as;NA;NA;NA; 3;2007;11;2008; 20;Brazil;Rio de Janeiro;BR-RJ;Teresópolis;Parque Nacional da Serra dos Órgãos;-22,450278;-42,98806;gm;1115;16,89;1733
amp1406;1169;22;co;fo,tp,la,sw,ll,re,br;as,tr,qs;NA;ae;da,tw,ni; 5;2009;12;2010; 19;Brazil;Rio de Janeiro;BR-RJ;Rio de Janeiro;Parque Natural Municipal de Grumari;-23,047778;-43,52667;gms;  14;23,29;1232
amp1407;1170;10;co;fo,la,ll,re,br;as,sb,tr,qs;pt;NA;tw,ni;NA;NA;NA;NA;NA;Brazil;Rio de Janeiro;BR-RJ;Carapebus;Jurubatiba;-22,283333;-41,68333;NA;  11;23,21;1212
amp1408;1171; 8;ab;ll;as,qs;NA;NA;da,tw,ni; 8;1996;10;1997; 14;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Vila Dois Rios;-23,183333;-44,21667;gm; 601;19,57;1638
amp1409;1172;30;co;fo,ll;as,qs;pt;ae;mo,da,tw,ni; 9;2004;10;2004;  1;Brazil;Rio de Janeiro;BR-RJ;Guapirim e Cachoeiras de Macacu;Estação Ecológica Estadual do Paraíso;-22,493333;-42,90528;gm;  92;22,41;1384
amp1410;1173;27;ab;fo,ll;qs;NA;NA;tw,ni; 1;2011; 1;2012; 12;Brazil;São Paulo;BR-SP;São Miguel Arcanjo;Parque Estadual Carlos Botelho;-24,053056;-48,01361;gms; 721;18,07;1328
amp1411;1174;14;ab;NA;as;pt;ae;mo,da,tw,ni; 7;2005; 6;2006; 11;Brazil;São Paulo;BR-SP;Ubatuba;Parque Estadual da Ilha Anchieta;-23,539444;-45,05778;gm; 219;21,04;2506
amp1412;1175;10;co;pp;as;NA;NA;tw,ni;11;1984; 4;1986; 17;Brazil;São Paulo;BR-SP;Cabreúva;Fazenda da Cava;-23,350000;-47,06667;gms; 682;18,86;1321
amp1413;1176;53;co;fo,is;tr;NA;NA;tw,ni; 4;2001; 5;2006; 61;Brazil;São Paulo;BR-SP;Pilar do Sul;Reservas legais das empresas Eucatex/SA, Cia. Suzano Celulose, Papel;-23,946944;-47,67667;gms; 873;17,17;1620
amp1414;1177;24;co;fo,pp,la,sw,is;as;NA;ae;da,tw,ni; 8;2006; 1;2007;  5;Brazil;São Paulo;BR-SP;Pedregulho;Parque Estadual das Furnas do Bom Jesus;-20,240556;-47,45750;gms; 852;20,58;1550
amp1415;1178;30;co;tp,pp,sw,ll,is,br;as,tr;NA;ae;da,tw,ni;10;2009;12;2009;  2;Brazil;São Paulo;BR-SP;Iporanga;Parque Estadual Turístico do Alto Ribeira;-24,328611;-48,59167;gms; 949;17,05;1424
amp1416;1178;22;co;tp,pp,sw,ll,is,br;as,tr;NA;ae;da,tw,ni;10;2009;12;2009;  2;Brazil;São Paulo;BR-SP;Iporanga;Parque Estadual Turístico do Alto Ribeira;-24,328333;-48,50972;gms; 724;18,33;1393
amp1417;1178;32;co;tp,pp,sw,ll,is,br;as,tr;NA;ae;da,tw,ni;10;2009;12;2009;  2;Brazil;São Paulo;BR-SP;Iporanga;Parque Estadual Turístico do Alto Ribeira;-24,426944;-48,59000;gms; 744;18,30;1430
amp1418;1178;14;co;tp,pp,sw,ll,is,br;as,tr;NA;ae;da,tw,ni;10;2009;12;2009;  2;Brazil;São Paulo;BR-SP;Iporanga;Parque Estadual Turístico do Alto Ribeira;-24,491944;-48,56389;gms; 165;21,98;1431
amp1419;1178;17;co;tp,pp,sw,ll,is,br;as,tr;NA;ae;da,tw,ni;10;2009;12;2009;  2;Brazil;São Paulo;BR-SP;Iporanga;Parque Estadual Turístico do Alto Ribeira;-24,546111;-48,67778;gms; 241;21,49;1381
amp1420;1178;17;co;tp,pp,sw,ll,is,br;as,tr;NA;ae;da,tw,ni;10;2009;12;2009;  2;Brazil;São Paulo;BR-SP;Iporanga;Parque Estadual Turístico do Alto Ribeira;-24,511667;-48,69944;gms; 656;18,91;1397
amp1421;1179; 4;co;fo;NA;pt;ae;mo,da,tw,ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,596667;-50,36667;gms; 551;20,67;1205
amp1422;1179; 4;co;fo;NA;pt;ae;mo,da,tw,ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,601111;-50,39056;gms; 581;20,55;1215
amp1423;1179; 2;co;fo;NA;pt;ae;mo,da,tw,ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,587500;-50,37667;gms; 589;20,51;1215
amp1424;1179; 5;co;fo;NA;pt;ae;mo,da,tw,ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,578333;-50,36833;gms; 549;20,72;1207
amp1425;1179; 5;co;fo;NA;pt;ae;mo,da,tw,ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,572222;-50,37806;gms; 559;20,70;1214
amp1426;1179; 3;co;fo;NA;pt;ae;mo,da,tw,ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,567500;-50,38472;gms; 581;20,62;1219
amp1427;1179;13;co;sw,ll,br;as;NA;ae;ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,595556;-50,36528;gms; 535;20,77;1204
amp1428;1179; 4;co;ll,is,br;as;NA;ae;ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,597222;-50,37083;gms; 551;20,67;1205
amp1429;1179; 7;co;la,ll,br;as;NA;ae;ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,597500;-50,37167;gms; 551;20,67;1205
amp1430;1179;14;co;la,ll,br;as;NA;ae;ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,576667;-50,36750;gms; 549;20,72;1207
amp1431;1179; 5;co;ll,is,br;as;NA;ae;ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,572222;-50,37778;gms; 559;20,70;1214
amp1432;1179; 3;co;tp,ll,br;as;NA;ae;ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,598889;-50,39306;gms; 585;20,58;1216
amp1433;1179;10;co;tp,ll,br;as;NA;ae;ni; 9;2007; 3;2008;  6;Brazil;São Paulo;BR-SP;Assis;Estação Ecológica de Assis;-22,596111;-50,39639;gms; 585;20,58;1216
amp1434;1180; 3;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,413333;-48,37528;gms; 750;19,12;1231
amp1435;1180; 4;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,411111;-48,38111;gms; 750;19,12;1231
amp1436;1180; 3;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,401111;-48,38250;gms; 720;19,28;1224
amp1437;1180; 1;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,399722;-48,37722;gms; 705;19,35;1225
amp1438;1180; 1;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,396667;-48,36861;gms; 688;19,44;1219
amp1439;1180; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,406111;-48,34583;gms; 701;19,29;1223
amp1440;1180; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,409167;-48,34944;gms; 691;19,37;1221
amp1441;1180; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,397778;-48,33028;gms; 660;19,49;1221
amp1442;1180; 5;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,400278;-48,32556;gms; 654;19,54;1218
amp1443;1180; 5;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,420556;-48,33556;gms; 664;19,51;1216
amp1444;1180; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,428056;-48,33028;gms; 626;19,72;1207
amp1445;1180; 9;co;la,ll,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,415000;-48,36806;gms; 762;19,02;1232
amp1446;1180; 2;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,398056;-48,37694;gms; 705;19,35;1225
amp1447;1180; 2;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,396111;-48,36667;gms; 688;19,44;1219
amp1448;1180; 1;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,393056;-48,36306;gms; 673;19,48;1215
amp1449;1180; 6;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,413333;-48,35889;gms; 749;19,09;1228
amp1450;1180;10;co;la,ll,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,421944;-48,33500;gms; 664;19,51;1216
amp1451;1180; 6;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,434444;-48,33222;gms; 615;19,78;1205
amp1452;1180;10;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,434444;-48,33167;gms; 615;19,78;1205
amp1453;1180; 4;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,411389;-48,32500;gms; 638;19,65;1210
amp1454;1180; 3;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,419722;-48,32472;gms; 616;19,75;1211
amp1455;1180; 3;co;ll,is,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,420278;-48,32111;gms; 616;19,75;1211
amp1456;1180;10;co;sw,ll,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,421111;-48,31972;gms; 616;19,75;1211
amp1457;1180;16;co;sw,ll,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,425833;-48,35250;gms; 687;19,41;1219
amp1458;1180;14;co;sw,ll,br;as;NA;ae;ni; 3;2007; 3;2009; 24;Brazil;São Paulo;BR-SP;Angatuba;Estação Ecológica de Angatuba;-23,427778;-48,35722;gms; 687;19,41;1219
amp1459;1181; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,836389;-49,23222;gms; 633;20,37;1244
amp1460;1181; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,836944;-49,23444;gms; 618;20,46;1243
amp1461;1181; 3;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,834444;-49,23750;gms; 618;20,46;1243
amp1462;1181; 1;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,831111;-49,22889;gms; 645;20,30;1239
amp1463;1181; 3;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,825278;-49,23917;gms; 633;20,37;1241
amp1464;1181; 3;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,811667;-49,19917;gms; 644;20,26;1234
amp1465;1181; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,813889;-49,23444;gms; 631;20,37;1240
amp1466;1181; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,814167;-49,20833;gms; 631;20,33;1235
amp1467;1181; 3;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,803611;-49,19167;gms; 639;20,28;1234
amp1468;1181; 4;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,805000;-49,18722;gms; 633;20,33;1229
amp1469;1181; 2;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,806389;-49,18306;gms; 612;20,45;1226
amp1470;1181; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,785000;-49,24139;gms; 638;20,35;1248
amp1471;1181; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,786944;-49,23444;gms; 638;20,35;1248
amp1472;1181; 7;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,790000;-49,24361;gms; 634;20,39;1249
amp1473;1181; 5;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,791667;-49,23444;gms; 630;20,38;1242
amp1474;1181; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,786944;-49,24972;gms; 634;20,39;1249
amp1475;1181; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,782222;-49,24889;gms; 633;20,41;1246
amp1476;1181; 9;co;la,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,827500;-49,23611;gms; 633;20,37;1241
amp1477;1181;10;co;sw,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,825000;-49,24750;gms; 611;20,47;1247
amp1478;1181; 7;co;sw,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,821389;-49,24806;gms; 611;20,49;1244
amp1479;1181; 3;co;ll,is,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,815833;-49,24083;gms; 631;20,37;1240
amp1480;1181; 9;co;la,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,815278;-49,24056;gms; 631;20,37;1240
amp1481;1181;15;co;la,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,813611;-49,23611;gms; 631;20,37;1240
amp1482;1181; 7;co;sw,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,806944;-49,21083;gms; 645;20,25;1237
amp1483;1181; 8;co;sw,ll,is,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,807500;-49,21056;gms; 645;20,25;1237
amp1484;1181;11;co;sw,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,801944;-49,19694;gms; 639;20,28;1234
amp1485;1181;16;co;sw,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,806111;-49,18222;gms; 612;20,45;1226
amp1486;1181; 2;co;tp,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,795278;-49,22278;gms; 659;20,18;1236
amp1487;1181; 2;co;ll,is,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,795000;-49,23444;gms; 630;20,38;1242
amp1488;1181;13;co;sw,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,788611;-49,24306;gms; 634;20,39;1249
amp1489;1181; 6;co;sw,ll,br;as;NA;ae;ni;10;2008; 3;2009;  5;Brazil;São Paulo;BR-SP;Águas de Santa Bárbara;Estação Ecológica de Santa Bárbara;-22,790278;-49,25583;gms; 626;20,44;1253
amp1490;1182; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,229444;-49,08111;gms; 566;21,38;1135
amp1491;1182; 8;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,235556;-49,08556;gms; 512;21,64;1136
amp1492;1182; 8;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,237500;-49,08139;gms; 527;21,58;1133
amp1493;1182; 7;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,232778;-49,08417;gms; 549;21,46;1138
amp1494;1182; 7;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,238333;-49,07917;gms; 527;21,58;1133
amp1495;1182; 7;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,232222;-49,08444;gms; 549;21,46;1138
amp1496;1182; 7;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,235278;-49,09167;gms; 508;21,65;1139
amp1497;1182; 7;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,238056;-49,09083;gms; 512;21,64;1136
amp1498;1182; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,229722;-49,09806;gms; 531;21,53;1141
amp1499;1182; 6;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,229722;-49,08944;gms; 549;21,46;1138
amp1500;1182; 7;co;fo;NA;pt;ae;mo,da,tw,ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,230833;-49,09444;gms; 531;21,53;1141
amp1501;1182;16;co;tp,ll,br;as;NA;ae;ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,236389;-49,08667;gms; 512;21,64;1136
amp1502;1182; 2;co;ll,is,br;as;NA;ae;ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,233056;-49,08556;gms; 549;21,46;1138
amp1503;1182;13;co;ll,os,br;as;NA;ae;ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,238611;-49,08361;gms; 512;21,64;1136
amp1504;1182; 7;co;ll,os,br;as;NA;ae;ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,237778;-49,08667;gms; 512;21,64;1136
amp1505;1182;16;co;tp,ll,is,br;as;NA;ae;ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,238889;-49,09167;gms; 508;21,65;1139
amp1506;1182; 4;co;sw,ll,br;as;NA;ae;ni;10;2007; 3;2008;  5;Brazil;São Paulo;BR-SP;Botucatu;Estação Ecológica de Bauru;-22,237500;-49,09194;gms; 508;21,65;1139
amp1507;1183;10;ab;fo,is,os;as;pt;ae;tw,ni;12;2011;12;2012; 12;Brazil;São Paulo;BR-SP;Pedreira;NA;-22,764167;-46,87917;gms; 672;19,80;1285
amp1508;1183; 6;ab;fo,is,os;as;pt;ae;tw,ni;12;2011;12;2012; 12;Brazil;São Paulo;BR-SP;Cosmópolis;NA;-22,662500;-47,27500;gms; 540;20,63;1251
amp1509;1183;13;ab;fo,is,os;as;pt;ae;tw,ni;12;2011;12;2012; 12;Brazil;São Paulo;BR-SP;Jaguariúna;NA;-22,729444;-47,08611;gms; 572;20,49;1273
amp1510;1184; 5;ab;fo,ll;qs;NA;NA;mo,da,tw; 4;2011; 2;2012; 10;Brazil;São Paulo;BR-SP;Capão Bonito;Fazenda Boa Esperança, Fazenda Santa Inês;-23,921111;-48,34861;gms; 712;18,52;1227
amp1511;1185;13;ab;fo,ll;NA;pt;NA;mo,da,tw,ni;11;2004; 3;2005;  4;Brazil;São Paulo;BR-SP;São Luis do Paraitinga;NA;-23,218056;-45,27583;gm; 885;17,80;1494
amp1512;1186;19;co;tp;as,tr;NA;NA;ni;12;2014; 2;2016; 14;Brazil;São Paulo;BR-SP;Santa Rita do Passa Quatro;Parque Estadual do Vassununga;-21,719167;-47,64556;gms; 560;21,67;1382
amp1513;1186; 5;co;fo,tp;as,tr;NA;NA;ni;12;2014; 2;2016; 14;Brazil;São Paulo;BR-SP;Santa Rita do Passa Quatro;Parque Estadual do Vassununga;-21,731111;-47,58417;gms; 553;21,77;1375
amp1514;1186; 2;co;fo,is;as,tr;NA;NA;ni;12;2014; 2;2016; 14;Brazil;São Paulo;BR-SP;Santa Rita do Passa Quatro;Parque Estadual do Vassununga;-21,649722;-47,63972;gms; 623;21,31;1395
amp1515;1186; 4;co;fo,is;as,tr;NA;NA;ni;12;2014; 2;2016; 14;Brazil;São Paulo;BR-SP;Santa Rita do Passa Quatro;Parque Estadual do Vassununga;-21,720556;-47,59583;gms; 604;21,50;1391
