id;reference_number;species_number;record;sampled_habitat;active_methods;passive_methods;complementary_methods;period;month_start;year_start;month_finish;year_finish;effort_months;country;state;state_abbreviation;municipality;site;latitude;longitude;coordinate_precision;altitude;temperature;precipitation
amp1279;1093; 8;ab;fo;NA;pt;NA;mo,da,tw,ni; 4;2007; 5;2008; 13;Brazil;Minas Gerais;BR-MG;Marliéria;Parque Estadual do Rio Doce;-19,666904;-42,51676;gms; 272;22,90;1209
amp1280;1093;10;ab;fo;NA;pt;NA;mo,da,tw,ni; 4;2007; 5;2008; 13;Brazil;Minas Gerais;BR-MG;Marliéria;Parque Estadual do Rio Doce;-19,650088;-42,56677;gms; 293;22,84;1219
amp1281;1093; 7;ab;fo;NA;pt;NA;mo,da,tw,ni; 4;2007; 5;2008; 13;Brazil;Minas Gerais;BR-MG;Marliéria;Parque Estadual do Rio Doce;-19,750041;-42,48334;gms; 279;22,77;1202
amp1282;1094;41;co;fo,tp,pp;as,tr;NA;NA;da,tw,ni; 3;2005; 9;2007; 30;Brazil;Minas Gerais;BR-MG;Muriaré;Alta Região do Rio Muriaé;-21,081667;-42,35528;NA; 318;21,90;1336
amp1283;1095;11;co;tp,sp,la,ll,is,br;as;ft;NA;tw,ni;10;2001; 9;2002; 11;Brazil;Minas Gerais;BR-MG;Araponga;Parque Estadual da Serra do Brigadeiro;-20,717500;-42,48111;gm;1367;16,02;1469
amp1284;1096;30;co;tp,sw,ll,is,br;as,tr;pt;NA;mo,da,tw,ni; 9;2010; 8;2011; 11;Brazil;Minas Gerais;BR-MG;Simonésia;Reserva Particular do Patrimônio Natural Mata do Sossego, Reserva Sossego do Muriqui;-20,070000;-42,07611;gms;1396;16,05;1466
amp1285;1097;19;co;is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,499722;-43,62333;gms;1116;18,23;1470
amp1286;1097; 5;co;is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,495000;-43,60333;gms;1070;18,43;1451
amp1287;1097; 7;co;tp;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,508611;-43,61306;gms;1107;18,25;1464
amp1288;1097;20;co;pp;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,479722;-43,59306;gms;1076;18,35;1460
amp1289;1097; 7;co;sw;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,447500;-43,60722;gms;1370;17,02;1548
amp1290;1097; 6;co;is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,473611;-43,65278;gms;1301;17,45;1527
amp1291;1097; 5;co;is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,437778;-43,58917;gms;1366;17,01;1545
amp1292;1097; 2;co;is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,438333;-43,58889;gms;1366;17,01;1545
amp1293;1097; 3;co;is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,440000;-43,59278;gms;1408;16,83;1560
amp1294;1097; 3;co;pp;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,490556;-43,59639;gms;1051;18,51;1447
amp1295;1097; 9;co;la;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Branco;Serra do Ouro Branco;-20,510000;-43,71972;gms; 991;19,20;1429
amp1296;1097; 5;co;sw;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,489722;-43,68972;gms;1336;17,46;1537
amp1297;1097; 5;co;sw;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,489722;-43,71000;gms;1530;16,55;1594
amp1298;1097; 3;co;os;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,480000;-43,57000;gms;1305;17,30;1535
amp1299;1097; 4;co;is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,469722;-43,59000;gms;1257;17,50;1522
amp1300;1097;13;co;tp;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,469722;-43,60000;gms;1187;17,83;1495
amp1301;1097; 2;co;tp,is;as;NA;NA;tw,ni; 7;2006; 6;2007; 11;Brazil;Minas Gerais;BR-MG;Ouro Preto;Serra do Ouro Branco;-20,510000;-43,60972;gms;1107;18,25;1464
amp1302;1098;20;co;fo,tp,pp,la,is;as;NA;NA;tw,ni; 8;1993; 2;1995; 18;Brazil;Minas Gerais;BR-MG;Monte Belo;Reserva Particular do Patrimônio Natural Fazenda Lagoa;-21,405000;-46,25389;gm; 894;19,69;1530
amp1303;1099;25;co;fo,tp,la,sw,is,os;as;NA;NA;da,tw,ni;11;1996; 3;1998; 16;Brazil;Minas Gerais;BR-MG;Tiradentes;Área de Proteção Ambiental São José;-21,101111;-44,17806;gm; 961;19,49;1446
amp1304;1100; 5;ab;fo,is;as;NA;NA;tw,ni; 8;2010; 9;2011; 13;Brazil;Minas Gerais;BR-MG;Belo Horizonte;Parque Municipal Aggeo Pio Sobrinho;-19,976111;-43,97056;gms; 982;20,21;1563
amp1305;1100; 8;ab;fo,is;as;NA;NA;tw,ni; 8;2010; 9;2011; 13;Brazil;Minas Gerais;BR-MG;Belo Horizonte;Parque Municipal Carlos de Faria Tavares;-20,000833;-44,02806;gms;1001;20,13;1562
amp1306;1100; 5;ab;fo;as;NA;NA;tw,ni; 8;2010; 9;2011; 13;Brazil;Minas Gerais;BR-MG;Belo Horizonte;Parque Municipal Jacques Cousteau;-19,971944;-43,98639;gms; 943;20,54;1571
amp1307;1100; 2;ab;fo,la,is;as;NA;NA;tw,ni; 8;2010; 9;2011; 13;Brazil;Minas Gerais;BR-MG;Belo Horizonte;Parque Municipal Julien Rien;-19,952500;-43,92694;gms;1010;20,04;1590
amp1308;1100; 4;ab;fo,is;as;NA;NA;tw,ni; 8;2010; 9;2011; 13;Brazil;Minas Gerais;BR-MG;Belo Horizonte;Parque Municipal Mata das Borboletas;-19,957778;-43,93556;gms; 996;20,17;1589
amp1309;1100;10;ab;fo,is;as;NA;NA;tw,ni; 8;2010; 9;2011; 13;Brazil;Minas Gerais;BR-MG;Belo Horizonte;Parque Municipal Roberto Burle Marx;-19,999722;-43,99750;gms;1028;19,88;1588
amp1310;1101; 4;ab;fo;NA;pt;NA;mo,da,tw,ni;12;2010; 5;2011;  5;Brazil;Minas Gerais;BR-MG;Poços de Caldas;Parque Municipal das Andorinhas;-21,855556;-46,56528;gms;1299;17,92;1688
amp1311;1102;29;co;fo,sw,ll,is,br;as;NA;NA;da,tw,ni; 1;2015; 3;2015;  2;Brazil;Espírito Santo;BR-ES;Santa Teresa;Reserva Biológica Augusto Ruschi;-19,908333;-40,55833;NA; 845;18,96;1341
amp1312;1103;22;co;fo,la,is;as,sb,tr;pt;NA;mo,da,tw,ni; 1;2008; 2;2009; 13;Brazil;Espírito Santo;BR-ES;Alfredo Chaves;Reserva Particular do Patrimônio Natural Oiutrem;-20,548333;-40,80278;gm; 639;20,10;1244
amp1313;1104;22;co;NA;as;NA;NA;NA; 2;2004;12;2005; 22;Brazil;Espírito Santo;BR-ES;Vitória;NA;-20,166667;-40,33333;gm; 328;21,97;1297
amp1314;1105;22;co;pp;as;NA;NA;tw,ni;12;2003;11;2004; 11;Brazil;Espírito Santo;BR-ES;Marechal Floriano;Sítio Amarildo Uliana, Sítio Jaime Stein, Condomínio de chácaras Recanto das Flores;-20,391389;-40,84500;gms; 945;18,26;1304
amp1315;1106;29;ab;fo,ll,br;qs;NA;NA;tw,ni; 9;2012; 7;2013; 10;Brazil;Espírito Santo;BR-ES;Santa Teresa;Reserva Biológica Augusto Ruschi;-19,908333;-40,55833;gm; 845;18,96;1341
amp1316;1107;12;co;fo,br;as;pt;NA;mo,da,tw,ni; 1;2005;12;2005; 11;Brazil;Espírito Santo;BR-ES;Vitória;Universidade Federal do Espírito Santo campus Alaor Queiroz;-20,275000;-40,30667;NA;   3;23,64;1276
amp1317;1108;22;co;pp,la,sw;as;NA;NA;da,tw,ni; 6;2013; 5;2014; 11;Brazil;Espírito Santo;BR-ES;São Roque do Canaã;Tancredo;-19,673611;-40,73167;gms; 170;23,13;1200
amp1318;1108;14;co;pp,la,sw;as;NA;NA;da,tw,ni; 6;2013; 5;2014; 11;Brazil;Espírito Santo;BR-ES;São Roque do Canaã;Córrego da Saúde;-19,696944;-40,62833;gms; 214;22,87;1229
amp1319;1109;40;co;fo,pp,la,is,br;as;NA;NA;NA; 9;2004;10;2009; 61;Brazil;Espírito Santo;BR-ES;Domingos Martins;Parque Estadual de Pedra Azul;-20,400000;-41,01667;gm;1543;15,15;1413
amp1320;1109;41;co;fo,pp,la,is,br;as;NA;NA;NA; 9;2004;10;2009; 61;Brazil;Espírito Santo;BR-ES;Castelo;Parque Estadual do Forno Grande;-20,516667;-41,01667;gm;1149;17,14;1319
amp1321;1110;13;ab;ll;qs;NA;NA;tw,ni; 6;2009; 2;2011; 20;Brazil;Espírito Santo;BR-ES;Atílio Vivacqua;Monumento Natural Serra das Torres;-21,000000;-41,21667;gm; 792;19,37;1235
amp1322;1111;19;ab;la,pp,sw,ll,is,re,br;as,tr;NA;NA;tw,ni;NA;2012;NA;2014;NA;Brazil;Espírito Santo;BR-ES;Presidente Kennedy;Praia das Neves;-21,216667;-40,95000;gm;   4;23,34;1023
amp1323;1111;22;ab;la,pp,sw,ll,is,re,br;as,tr;NA;NA;tw,ni;NA;2012;NA;2014;NA;Brazil;Espírito Santo;BR-ES;Guarapari;Parque Estadual Paulo Cesar Vinha;-20,600000;-40,41667;gm;   3;23,46;1171
amp1324;1111; 4;ab;ll,re,br;as,tr;NA;NA;tw,ni;NA;2012;NA;2014;NA;Brazil;Espírito Santo;BR-ES;Linhares;Reserva Biológica de Comboios;-19,666667;-39,88333;gm;   1;23,73;1268
amp1325;1111;14;ab;la,pp,sw,ll,is,re,br;as,tr;NA;NA;tw,ni;NA;2012;NA;2014;NA;Brazil;Espírito Santo;BR-ES;Conceição da Barra;Área de Proteção Ambiental Conceição da Barra;-18,616667;-39,73333;gm;   1;NA;NA
amp1326;1111;11;ab;la,pp,sw,ll,is,re,br;as,tr;NA;NA;tw,ni;NA;2012;NA;2014;NA;Brazil;Espírito Santo;BR-ES;Conceição da Barra;Parque Estadual de Itaúnas;-18,400000;-39,70000;gm;   6;24,12;1328
amp1327;1112; 2;ab;fo;NA;ft;NA;da,tw,ni; 6;2015; 5;2016; 11;Brazil;Espírito Santo;BR-ES;Linhares;Vale Natural Reserve;-19,112500;-40,05083;gms;  61;23,58;1189
amp1328;1113; 5;ab;br;as;NA;NA;da; 8;2005; 8;2005;  0;Brazil;Espírito Santo;BR-ES;Santa Teresa;NA;-19,933333;-40,58333;gm; 813;19,12;1325
amp1329;1114; 3;ab;br;as;NA;NA;da;11;2007;12;2007;  1;Brazil;Espírito Santo;BR-ES;Afonso Cláudio;Três Pontões;-20,066667;-41,03333;gm; 920;18,70;1335
amp1330;1115;34;co;tp,sw;as;pt;NA;mo,da,tw,ni; 2;2001; 1;2002; 11;Brazil;Espírito Santo;BR-ES;Cariacica;Reserva Biológica de Duas Bocas;-20,280833;-40,47694;gms; 216;22,41;1262
amp1331;1116;41;co;fo,la,ll,is,br;as;NA;NA;da,tw,ni;NA;1999;NA;2001;NA;Brazil;Espírito Santo;BR-ES;Fundão;Parque Municipal do Goiapaba-Acu;-19,919167;-40,47250;NA; 399;21,58;1275
amp1332;1048; 2;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Espírito Santo;BR-ES;São Mateus;Guriri;-18,683333;-39,75000;gm;   6;24,06;1216
amp1333;1048; 7;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Espírito Santo;BR-ES;Guarapari;Setiba;-20,583333;-40,45000;gm;  11;23,50;1216
amp1334;1048;13;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Espírito Santo;BR-ES;Presidente Kennedy;Praia das Neves;-21,250000;-40,96667;gm;   7;23,30;1028
amp1335;1117;50;ab;tp,pp;as;NA;NA;ni; 8;2002; 7;2004; 23;Brazil;Espírito Santo;BR-ES;Santa Teresa;Estação Biológica de Santa Lúcia;-19,983333;-40,53750;gms; 810;19,18;1328
amp1336;1118;53;co;pp,sw,is;as,tr;NA;ae,tp;da,tw,ni;NA;1997;NA;2007;NA;Brazil;Espírito Santo;BR-ES;Santa Teresa;Reserva Biológia de Santa Lúcia;-18,966667;-40,53337;gms; 210;23,18;1183
amp1337;1118;22;co;pp,sw,is;as,tr;NA;ae,tp;da,tw,ni; 3;2006; 5;2006;  2;Brazil;Espírito Santo;BR-ES;Santa Teresa;Pousada Paradiso;-19,916780;-40,63357;gms; 878;18,78;1359
amp1338;1118;29;co;pp,sw,is;as,tr;NA;ae,tp;da,tw,ni; 3;2006; 5;2006;  2;Brazil;Espírito Santo;BR-ES;Santa Teresa;Nova Lombardia;-19,916822;-40,58345;gms; 777;19,30;1324
amp1339;1118;24;co;pp,sw,is;as,tr;NA;ae,tp;da,tw,ni; 3;2006; 5;2006;  2;Brazil;Espírito Santo;BR-ES;Santa Teresa;Vargem Alta;-19,900015;-40,48358;gms; 564;20,59;1309
amp1340;1119; 6;ab;br;as;NA;NA;da; 1;1998;12;1998; 11;Brazil;Espírito Santo;BR-ES;Linhares;Regência;-19,594444;-39,83472;gm;   5;23,73;1263
amp1341;1120;31;co;fo,tp,pp,sw,is,br;as;NA;in;mo,da,tw,ni;12;2008;10;2011; 34;Brazil;Espírito Santo;BR-ES;Castelo;Parque Estadual do Forno Grande;-20,522222;-41,10833;gms;1795;13,95;1448
amp1342;1121; 4;co;br;as;NA;NA;da; 8;2002; 7;2003; 11;Brazil;Espírito Santo;BR-ES;Itarana;Pedra da Onça;-19,902500;-40,82417;gms; 707;20,00;1308
amp1343;1122;33;ab;tp,pp;as;NA;NA;ni; 2;2005; 7;2006; 17;Brazil;Espírito Santo;BR-ES;Santa Teresa;Reserva Biologica Augusto Ruschi;-19,908333;-40,55833;NA; 845;18,96;1341
amp1344;1123;21;co;la;as;NA;NA;ni; 1;2000;11;2004; 58;Brazil;Espírito Santo;BR-ES;Anchiera;Barragem Norte, Miamba Lagoon and Ubu Lagoon;-20,766667;-40,58333;gm;  14;23,39;1140
amp1345;1124;26;co;pp;as;NA;NA;ni;11;2001; 3;2002;  4;Brazil;Espírito Santo;BR-ES;Linhares;Pontal do Ipiranga;-19,116667;-39,76667;gm;   5;23,85;1241
amp1346;1125;37;ab;fo,tp,pp,ll,br;as;NA;NA;ni;11;2000; 3;2001;  4;Brazil;Espírito Santo;BR-ES;Linhares;Fazenda José Pascoal;-19,466667;-39,90000;gm;  18;23,51;1246
amp1347;1126;39;co;fo;NA;pt;NA;mo,da,tw,ni; 5;2007; 4;2008; 11;Brazil;Espírito Santo;BR-ES;Alto Alegre;Reserva Biológica de Duas Bocas;-20,281111;-40,52194;gms; 578;20,43;1294
amp1348;1127;31;co;fo,tp,pp,ll,is,br;as;pt;NA;mo,da,tw,ni;12;2008;11;2009; 11;Brazil;Espírito Santo;BR-ES;Serra;Costa Bela;-20,101944;-40,18222;gms;  14;23,52;1229
amp1349;1128;20;co;fo,tp,pp,la,is;as;NA;NA;NA; 6;2010; 2;2011;  8;Brazil;Espírito Santo;BR-ES;Santa Teresa;Câmpus da Escola Superior São Francisco de Assis;-19,936944;-40,58500;gms; 681;19,79;1317
amp1350;1129;19;co;tp;as;NA;NA;da,tw,ni; 7;1999; 7;2000; 12;Brazil;Rio de Janeiro;BR-RJ;Saquarema;Palmital;-22,846667;-42,45444;gms;  56;22,74;1123
amp1351;1130;16;co;fo,ll;as,tr,qs;pt;ae;mo,da,tw,ni; 5;2005; 6;2005;  1;Brazil;Rio de Janeiro;BR-RJ;Casimiro de Abreu;Morro São João;-22,550000;-42,01667;gm;  89;22,58;1200
amp1352;1131;20;co;fo,tp,pp,ll,br;as,tr,qs;pt;ae;mo,da,tw,ni; 9;2006; 9;2006;  0;Brazil;Rio de Janeiro;BR-RJ;Cambuci;Serra do Monte Verde;-21,483333;-41,86667;gm; 778;19,30;1291
amp1353;1132;76;co;NA;as,tr,qs;pt;ae;mo,da,tw,ni; 9;2004; 2;2014;113;Brazil;Rio de Janeiro;BR-RJ;Cachoeiras de Macacu;Reserva Ecológica de Guapiaçu;-22,400000;-42,73333;gm; 411;20,63;1331
amp1354;1133;15;co;tp,sp,la,re,br;as,tr;NA;NA;tw,ni;12;2009;11;2010; 11;Brazil;Rio de Janeiro;BR-RJ;São João da Barra;Restinga de Iquiparí;-21,736667;-41,02889;gm;   4;23,65;1031
amp1355;1134;32;co;pp,is,br;as;NA;NA;NA; 3;2009; 1;2011; 22;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Ilha Grande;-23,142500;-44,17222;gms;  93;22,61;1591
amp1356;1134;26;co;pp,is,br;as;NA;NA;NA; 3;2009; 1;2011; 22;Brazil;Rio de Janeiro;BR-RJ;Mangaratiba;Ilha Marambaia;-23,073056;-43,97000;gms; 404;20,93;1450
amp1357;1134;13;co;pp,is,br;as;NA;NA;NA; 3;2009; 1;2011; 22;Brazil;Rio de Janeiro;BR-RJ;Mangaratiba;Ilha Itacuruçá;-22,933611;-43,88333;gms;  53;23,06;1396
amp1358;1134; 7;co;tp,br;as;NA;NA;NA; 3;2009; 1;2011; 22;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Ilha Gipóia;-23,042500;-44,36722;gms;  19;NA;NA
amp1359;1134; 4;co;tp,br;as;NA;NA;NA; 3;2009; 1;2011; 22;Brazil;Rio de Janeiro;BR-RJ;Mangaratiba;Ilha Jaguanum;-23,000278;-43,92889;gms;  72;22,93;1422
amp1360;1134; 5;co;tp,br;as;NA;NA;NA; 3;2009; 1;2011; 22;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Ilha Itanhangá;-22,991111;-44,41167;gms;  11;NA;NA
amp1361;1134; 1;co;tp,br;as;NA;NA;NA; 3;2009; 1;2011; 22;Brazil;Rio de Janeiro;BR-RJ;Niterói;Ilha Mãe;-22,983889;-43,06583;gms;   5;NA;NA
amp1362;1135; 6;co;is;as;NA;NA;ni;10;1998; 9;2000; 23;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Vila Dois Rios;-23,183333;-44,20000;gm; 147;22,21;1610
amp1363;1102;25;co;fo,sw,ll,is,br;as;NA;NA;da,tw,ni; 1;2015; 3;2015;  2;Brazil;Rio de Janeiro;BR-RJ;Teresópolis;Parque Nacional da Serra dos Órgãos;-22,457222;-43,01944;NA;1950;12,69;1841
amp1364;1136;26;co;fo,tp,pp,ll;as;NA;NA;da,tw,ni; 2;2010; 4;2012; 26;Brazil;Rio de Janeiro;BR-RJ;Soropédia;Floresta Nacional Mário Xavier;-22,730833;-43,70806;gm;  43;23,22;1453
amp1365;1137;12;co;tp,pp,sw,is,br;as,qs;NA;NA;NA;10;2007; 9;2009; 23;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Vila Dois Rios;-23,185833;-44,20167;gms; 132;22,30;1608
amp1366;1138;41;co;tp,pp,la,sw,ll,is,br;as;NA;NA;da,tw,ni; 5;1997; 9;2006;112;Brazil;Rio de Janeiro;BR-RJ;Mangaratiba;Reserva Rio das Pedras;-22,991389;-44,10028;gms; 147;22,44;1578
amp1367;1139;32;ab;fo,ll,is,br;as;NA;ae;NA; 2;2008;10;2010; 32;Brazil;Rio de Janeiro;BR-RJ;Nova Friburgo;Parque Estadual dos Três Picos;-22,370000;-42,55417;gms;1171;16,43;1457
amp1368;1140;36;co;NA;NA;NA;NA;NA;NA;2003;NA;2006;NA;Brazil;Rio de Janeiro;BR-RJ;Rio das Ostras;Reserva Biológica União;-22,426389;-42,03444;NA;  52;22,78;1196
amp1369;1141;36;ab;fo,tp,pp,la,sw,ll,is,br;as;ft;NA;da,tw,ni; 4;2009;12;2013; 56;Brazil;Rio de Janeiro;BR-RJ;Mendes;Centro Marista São José das Paineiras;-22,512500;-43,75444;gms; 511;20,31;1409
amp1370;1142;14;co;fo,ll,is,br;as;pt;NA;mo,da,tw,ni;NA;2009;NA;2013;NA;Brazil;Rio de Janeiro;BR-RJ;Teresópolis;Parque Nacional da Serra dos Órgãos;-22,457222;-43,01944;gms;1950;12,69;1841
amp1371;1143;11;ab;fo;NA;pt;NA;mo,da,tw,ni;11;2006; 9;2007; 10;Brazil;Rio de Janeiro;BR-RJ;Rio das Ostras;Reserva Biológica União;-22,421389;-42,02556;NA;  48;22,81;1197
amp1372;1143;12;ab;fo;NA;pt;NA;mo,da,tw,ni;11;2006; 9;2007; 10;Brazil;Rio de Janeiro;BR-RJ;Rio das Ostras;Reserva Biológica União;-22,419444;-42,01944;NA;  43;22,84;1199
amp1373;1144;19;ab;fo,ll,is,br;tr,qs;NA;NA;tw,ni; 1;2008; 3;2009; 14;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Pico do Papagario;-23,154444;-44,19611;gms; 781;18,61;1632
amp1374;1145;69;co;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brazil;Rio de Janeiro;BR-RJ;Rio de Janeiro;Maciço da Tijuca;-22,958333;-43,28139;NA; 531;20,23;1397
amp1375;1146;32;co;NA;NA;NA;NA;NA;NA;1963;NA;1990;NA;Brazil;Rio de Janeiro;BR-RJ;Seropédica;Floresta Nacional Mário Xavier;-22,725000;-43,72500;gms;  48;23,19;1456
amp1376;1147;21;co;NA;as;pt;NA;da,tw,ni;NA;NA;NA;NA;NA;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Parque Estadual Cunhambebe;-22,883333;-44,23333;gm; 631;19,50;1510
amp1377;1148;18;co;fo,ll,re,br;as;pt;ae;da,tw,ni; 7;2008;12;2009; 17;Brazil;Rio de Janeiro;BR-RJ;Iguaba Grande;Núcleo Experimental de Iguaba Grande;-22,849167;-42,19167;gms;  19;22,88;1128
amp1378;1149;44;co;fo,tp,ll,is,br;as,qs;NA;NA;tw,ni; 1;2011;12;2012; 23;Brazil;Rio de Janeiro;BR-RJ;Maricá;Região do Espraiado;-22,882222;-42,68444;gms; 262;21,64;1118
amp1379;1150;28;co;fo,la,is;as;NA;NA;da,tw,ni; 1;2010;10;2010;  9;Brazil;Rio de Janeiro;BR-RJ;Itaguaí;Parque Estadual do Cunhambebe;-22,901944;-43,89250;gms; 184;22,27;1446
amp1380;1151;44;ab;fo,tp,pp,sw,ll,is,br;as,qs;pt,ft;ae;mo,da,tw,ni;NA;2006;NA;2010;NA;Brazil;Rio de Janeiro;BR-RJ;Rio de Janeiro;Parque Natural Municipal da Serra do Mendanha;-22,826944;-43,50444;gms; 302;21,70;1546
amp1381;1152; 5;ab;fo,br;as;NA;NA;da,tw,ni; 8;2008; 7;2010; 23;Brazil;Rio de Janeiro;BR-RJ;Niterói;Parque Estadual da Serra da Tiririca;-22,977500;-43,02750;gms;  37;23,08;1001
amp1382;1153;21;co;NA;as,tr,qs;pt;NA;mo,da,tw,ni;NA;2002;NA;2014;NA;Brazil;Rio de Janeiro;BR-RJ;Rio de Janeiro;Parque Natural Municipal Bosque da Barra;-22,997500;-43,37083;utm;   6;23,56;1222
amp1383;1153;18;co;NA;as,tr,qs;pt;NA;mo,da,tw,ni;NA;2002;NA;2014;NA;Brazil;Rio de Janeiro;BR-RJ;Rio de Janeiro;Parque Natural Municipal da Painha;-23,039444;-43,50667;utm; 129;22,62;1257
amp1384;1153;45;co;NA;as,tr,qs;pt;NA;mo,da,tw,ni;NA;2002;NA;2014;NA;Brazil;Rio de Janeiro;BR-RJ;Rio de Janeiro;Parque Natural Municipal Serra do Mendanha;-22,825278;-43,49861;utm; 259;21,98;1551
amp1385;1154;44;co;fo,sw,is,re;as,sb;NA;NA;da,tw,ni; 7;2008; 6;2010; 23;Brazil;Rio de Janeiro;BR-RJ;Niterói;Parque Estadual da Serra da Tiririca;-22,977500;-43,02750;gm;  37;23,08;1001
amp1386;1155;10;ab;ll;qs;NA;NA;da,tw,ni; 1;1997; 5;1997;  4;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Vila Dois Rios;-23,183333;-44,20000;gm; 147;22,21;1610
amp1387;1156;12;ab;fo,ll;tr,qs;pt;NA;mo,da,tw,ni;10;2004;11;2004;  1;Brazil;Rio de Janeiro;BR-RJ;Cachoeiras de Macacu;Reserva Ecológica de Guapiaçu;-22,400000;-42,73333;gm; 411;20,63;1331
amp1388;1048; 8;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Rio de Janeiro;BR-RJ;São João da Barra;Grussaí;-21,733333;-41,03333;gm;   5;23,65;1043
amp1389;1048; 7;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Rio de Janeiro;BR-RJ;Carapebus;Jurubatiba;-22,283333;-41,68333;gm;  11;23,21;1212
amp1390;1048; 5;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Rio de Janeiro;BR-RJ;Araruama;Massambaba;-22,933333;-42,20000;gm;   3;22,90;1099
amp1391;1048; 5;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Rio de Janeiro;BR-RJ;Maricá;Barra de Maricá;-22,950000;-42,83333;gm;   7;23,07;1028
amp1392;1048; 2;co;ll,re,br;as,tr;NA;NA;da,tw,ni;11;1999; 3;2000;  4;Brazil;Rio de Janeiro;BR-RJ;Rio de Janeiro;Grumari;-23,050000;-43,53333;gm;   0;NA;NA
amp1393;1157;25;co;fo,ll,is;as,qs;NA;NA;NA; 7;1995;NA;NA;NA;Brazil;Rio de Janeiro;BR-RJ;Angra dos Reis;Ilha Grande;-23,181944;-44,21361;gms; 433;20,57;1631
amp1394;1158;16;ab;fo,ll;as,qs;pt;NA;mo,da,tw,ni; 9;2004;10;2004;  1;Brazil;Rio de Janeiro;BR-RJ;Guapimirim;Estação Ecológica Estadual do Paraíso;-22,483333;-42,91667;gm; 279;21,33;1441
amp1395;1159; 6;ab;fo,ll;as,qs;pt;NA;mo,da,tw,ni; 8;2005; 8;2005;  0;Brazil;Rio de Janeiro;BR-RJ;Mangaratiba;Reserva Rio das Pedras;-22,983333;-44,10000;gm; 352;21,24;1508
amp1396;1160;50;co;NA;as;NA;NA;da,tw,ni; 9;2006;10;2008; 25;Brazil;Rio de Janeiro;BR-RJ;Duque de Caxias;"Parque Natural Municipal
da Taquara";-22,583333;-43,23333;gm; 501;20,21;1651
